CIK,FiscalYearEnd,COVID-19,SupplyChain,Furlough,Benefit Cut,InternationalSupplyChain,ComboParagraph,FFI49,FFI30,FFI12
1179929,31-Dec-20,53,0,0,17,0,0,12,8,10
1180145,30-Jun-20,33,4,0,10,5,93,42,26,9
1180262,31-Dec-20,0,0,0,0,0,0,13,8,10
1183765,"December 31, 2020",35,7,2,25,1,57,45,29,11
1185348,31-Dec-20,22,0,0,7,0,146,12,8,10
1192448,"December 31, 2020",40,3,0,16,0,135,44,28,9
1195734,27-Dec-20,41,8,2,16,0,40,12,8,10
1196298,NONE,21,3,0,4,0,20,46,29,11
1196501,31-Dec-20,26,0,0,13,0,69,13,8,10
1200375,12/31/2020,37,6,1,15,0,125,33,22,12
1201792,"December 31, 2020",77,0,0,20,0,30,13,8,10
1205922,NONE,16,3,2,13,0,40,9,6,2
1206264,"December 31, 2020",24,6,1,21,3,164,36,22,6
1207074,"March 31, 2020",35,1,0,15,0,145,48,29,11
1209028,31-Dec-20,37,0,0,10,0,25,34,22,12
1210708,"December 31, 2020",23,0,0,12,0,88,43,27,9
1211351,NONE,45,6,4,24,1,25,13,8,10
1211583,NONE,8,2,0,5,1,26,36,22,6
1211805,NONE,8,1,0,5,0,46,36,22,6
1212458,31-Dec-20,27,0,1,11,0,119,45,29,11
1212545,31-Dec-20,41,2,0,13,2,39,13,8,10
1213037,31-Dec-20,15,2,0,3,1,20,13,8,10
1213809,31-Dec-20,30,1,0,5,0,65,46,29,11
1214816,31-Dec-20,80,1,0,10,1,200,13,8,10
1217234,"December 31, 2020",49,5,0,12,1,102,40,24,3
1219601,31-Dec-20,7,3,0,25,3,149,41,25,12
1220754,31-Dec-20,17,0,2,15,0,9,43,27,9
1223389,31-Jan-21,39,7,1,20,0,27,34,22,12
1224133,"December 31, 2020",17,0,0,16,0,61,46,29,11
1224608,31-Dec-20,38,0,0,18,0,15,13,8,10
1226616,"December 31, 2020",15,1,0,14,1,28,37,23,6
1227025,31-Dec-20,0,14,0,18,3,85,45,29,11
1227500,"December 31, 2020",23,1,0,9,0,10,12,8,10
1227636,"December 31, 2020",18,6,0,11,1,103,45,29,11
1228454,"December 31, 2020",29,0,0,8,0,11,13,8,10
1228627,NONE,0,0,0,0,0,3,48,29,11
1230245,31-Dec-20,14,1,0,9,1,53,13,8,10
1232524,"December 31, 2020",64,7,0,17,4,150,48,29,11
1232582,31-Dec-20,58,0,0,22,0,34,43,27,9
1235468,30-Sep-20,39,16,1,10,4,131,36,22,6
1236275,NONE,5,0,0,0,0,6,36,22,6
1236997,NONE,10,0,0,10,0,48,12,8,10
1237831,December 31,12,3,0,3,1,136,38,23,6
1239819,31-Dec-20,17,3,0,9,3,38,12,8,10
1251769,"December 31, 2020",32,3,2,16,0,55,48,29,11
1252849,"December 31, 2020",32,2,0,6,3,23,12,8,10
1253176,31-Dec-20,36,9,1,15,2,191,13,8,10
1253689,31-Dec-20,18,1,0,5,0,30,48,29,11
1253986,31-Dec-20,22,2,0,13,2,24,30,19,4
1255474,"December 31, 2020",5,1,0,24,0,12,14,9,5
1257640,"December 31, 2020",19,1,0,2,1,59,49,30,11
1259429,NONE,39,3,0,16,1,75,24,16,3
1260221,30-Sep-20,76,10,3,19,7,94,45,29,11
1260968,31-Dec-20,0,0,0,0,0,0,13,8,10
1260990,"December 31, 2020",27,5,2,9,2,47,13,8,10
1261249,NONE,17,5,0,8,0,15,36,22,6
1261333,31-Jan-21,39,0,0,10,0,162,33,22,12
1261654,30-Sep-20,34,0,0,11,0,9,35,23,6
1262039,"December 31, 2020",46,10,0,13,3,144,13,8,10
1262104,NONE,19,1,1,7,1,64,14,9,5
1262823,31-Dec-20,21,0,0,10,0,115,34,5,3
1262976,30-Jun-20,35,18,0,32,1,52,45,29,11
1263762,31-Dec-20,12,0,0,5,0,20,45,29,11
1265131,31-Dec-20,75,0,1,19,0,30,12,8,10
1266806,NONE,22,3,0,4,2,53,46,29,11
1267238,31-Dec-20,49,3,0,30,0,183,13,8,10
1267565,31-Dec-20,16,3,0,16,1,21,13,8,10
1267602,"December 31, 2020",52,2,0,15,1,109,13,8,10
1267813,"December 31, 2020",22,13,0,12,1,70,12,8,10
1269026,NONE,9,0,0,13,0,56,13,8,10
1270073,"December 31, 2020",22,2,0,20,1,70,48,29,11
1270436,NONE,16,0,0,25,0,84,12,8,10
1271214,"December 31, 2020",41,2,5,25,0,96,36,22,6
1272830,12/31/2020,22,0,0,12,0,115,37,23,6
1272842,31-Dec-20,0,0,0,0,0,0,30,19,4
1273441,"December 31, 2020",29,0,0,7,0,89,13,8,10
1273636,NONE,21,0,0,6,0,44,48,29,11
1273685,31-Dec-20,90,2,0,20,1,59,46,29,11
1273813,"December 31, 2020",72,0,0,21,0,133,45,29,11
1273931,12/31/2020,27,0,0,26,0,211,48,29,11
1274173,"December 31, 2020",26,1,0,14,1,163,37,23,6
1274494,"December 31, 2020",34,7,0,45,1,190,13,8,10
1274737,31-Dec-20,48,2,0,24,0,37,37,23,6
1275014,"December 25, 2020",7,8,0,12,3,84,45,29,11
1275101,NONE,44,0,0,7,0,6,44,28,9
1275158,29-Dec-20,44,5,3,14,0,37,12,8,10
1275187,31-May-20,13,4,0,12,2,123,28,17,12
1275229,NONE,10,0,0,12,0,53,31,20,8
1276187,31-Dec-20,30,2,0,36,0,41,46,29,11
1276520,31-Dec-20,0,0,0,0,0,0,45,29,11
1277902,31-Dec-20,35,2,0,5,0,25,48,29,11
1278021,"December 31, 2020",3,0,0,8,0,122,2,1,1
1278027,2-Jan-21,27,12,0,23,1,15,49,30,11
1278752,NONE,28,3,1,12,3,72,13,8,10
1279704,NONE,3,0,0,0,0,10,36,22,6
1280058,"December 31, 2020",48,1,0,8,1,97,37,23,6
1280263,"January 31, 2021",15,6,0,9,1,83,37,23,6
1280452,31-Dec-20,21,5,0,12,2,117,13,8,10
1280600,31-Dec-20,33,4,0,15,2,74,13,8,10
1280776,"December 31, 2020",60,0,0,12,0,69,49,30,11
1280784,NONE,15,3,0,12,3,47,45,29,11
1281761,31-Dec-20,72,1,0,29,0,27,13,8,10
1281895,31-Dec-20,0,0,0,3,0,0,32,21,7
1282266,31-Dec-19,13,3,0,44,4,62,37,23,6
1282631,NONE,11,3,0,15,0,46,14,9,5
1282637,"December 31, 2020",14,4,0,5,2,58,30,19,4
1282648,NONE,12,0,0,34,0,21,48,29,11
1282977,12/31/2020,20,0,0,11,0,117,41,25,12
1283140,31-Dec-20,25,1,0,25,0,40,48,29,11
1283630,31-Dec-20,39,0,1,11,0,24,32,21,7
1283699,31-Dec-20,14,5,0,24,0,45,48,29,11
1284812,31-Dec-20,17,0,0,7,0,149,12,8,10
1285550,NONE,4,1,0,2,0,6,14,9,5
1285785,"December 31, 2020",2,8,0,14,1,203,13,8,10
1285819,31-Dec-20,31,1,0,18,0,38,48,29,11
1286043,31-Dec-20,44,0,0,22,0,42,36,22,6
1286225,"December 31, 2020",33,2,0,22,0,83,33,22,12
1286613,NONE,16,0,0,0,0,3,44,28,9
1286681,3-Jan-21,0,0,0,0,0,0,49,30,11
1287032,NONE,0,2,1,40,2,48,21,13,3
1287213,"December 31, 2020",31,4,0,14,0,30,49,30,11
1287750,NONE,22,7,0,6,1,73,34,22,12
1287808,31-Dec-20,19,1,0,13,0,58,48,29,11
1287865,"December 31, 2020",19,1,0,13,1,110,32,21,7
1288359,NONE,12,2,0,7,2,32,30,19,4
1288403,31-Dec-20,9,0,0,25,0,31,37,23,6
1288469,31-Dec-20,26,8,0,16,2,84,36,22,6
1288847,31-Dec-20,36,2,0,14,0,143,45,29,11
1288855,NONE,6,1,0,1,1,6,22,14,6
1289308,31-Mar-20,15,7,0,16,2,120,36,22,6
1289419,"December 31, 2020",27,1,0,8,0,210,44,28,9
1289460,"December 29, 2020",16,1,0,2,0,68,48,29,11
1289490,31-Dec-20,6,0,0,9,0,3,21,13,3
1289636,31-Dec-20,11,2,0,8,2,42,41,25,12
1289790,31-Dec-20,49,7,2,33,1,53,34,22,12
1289848,"December 31, 2020",38,0,0,29,0,62,12,8,10
1289850,31-Dec-20,10,1,0,1,0,17,32,21,7
1289945,31-Dec-20,34,0,1,18,0,36,13,8,10
1290149,NONE,45,6,1,18,1,108,45,29,11
1290476,NONE,24,0,0,3,0,15,5,3,1
1290677,31-Dec-20,0,0,0,1,0,3,23,15,2
1290900,"December 31, 2020",22,8,1,16,1,123,12,8,10
1292519,NONE,13,1,0,3,0,24,34,22,12
1293282,"December 31, 2020",8,0,0,5,0,105,13,8,10
1293818,NONE,21,1,0,5,1,95,13,8,10
1293971,"December 31, 2020",29,8,0,22,1,76,12,8,10
1294133,"December 31, 2020",74,8,0,30,0,118,45,29,11
1295401,December 31,2,0,0,33,0,35,48,29,11
1295810,"December 31, 2020",50,0,3,0,0,31,42,26,9
1295947,31-Mar-20,28,8,0,16,2,99,39,24,3
1296435,31-Dec-20,38,2,2,18,2,125,31,20,8
1296445,31-Dec-20,29,2,1,31,2,161,13,8,10
1297184,31-Dec-20,35,7,0,10,0,78,34,22,6
1297989,31-Dec-20,63,2,0,13,0,148,48,29,11
1297996,12/31/2020,23,5,0,17,5,250,48,29,11
1298675,12/31/2020,7,0,0,4,0,6,48,29,11
1298946,"December 31, 2020",40,0,0,2,0,59,38,23,6
1299130,December 31,28,0,0,5,0,75,45,29,11
1299709,30-Jun-20,34,0,0,11,0,30,47,29,11
1299969,31-Dec-20,10,1,0,3,1,18,7,4,12
1300514,31-Dec-20,72,1,1,16,1,94,13,8,10
1300699,31-Dec-20,28,11,1,20,4,157,13,8,10
1300734,NONE,6,0,0,0,0,21,48,29,11
1301236,31-Dec-20,44,1,0,19,1,42,42,26,9
1301787,2-Jan-21,17,3,0,9,0,12,23,15,3
1302028,31-Dec-20,24,4,0,10,1,90,48,29,11
1302215,31-Mar-20,15,0,0,10,0,108,48,29,11
1302350,NONE,17,1,0,13,2,46,11,8,10
1303313,31-Dec-20,40,2,0,19,0,3,45,29,11
1303942,"December 31, 2020",36,0,0,12,0,12,32,21,7
1304421,31-Dec-20,16,1,0,19,1,24,34,22,12
1305168,31-Dec-20,43,1,0,7,1,51,13,8,10
1305253,"December 31, 2020",26,3,0,15,0,83,33,22,12
1305323,31-Dec-20,7,0,0,11,0,23,12,8,10
1305773,"December 31, 2020",22,4,2,9,0,57,14,9,5
1306830,31-Dec-20,26,7,0,13,4,158,21,13,3
1307579,31-Dec-20,19,1,1,6,1,51,14,9,5
1307954,31-Dec-20,21,4,0,17,1,193,41,25,12
1308208,31-Dec-20,18,15,4,9,6,55,36,22,6
1308547,25-Sep-20,45,13,0,10,2,115,48,29,11
1308606,31-Dec-20,0,0,0,0,0,0,30,19,4
1309082,NONE,1,0,0,2,0,6,34,22,6
1309108,31-Dec-20,65,1,3,29,0,135,14,9,5
1309402,31-Dec,23,2,0,28,0,68,36,22,6
1310114,31-Dec-20,13,0,0,11,0,96,48,29,11
1311370,"December 31, 2020",12,0,0,16,0,119,45,29,11
1312109,"December 31, 2020",32,0,0,6,0,45,36,22,6
1313275,31-Dec-20,0,0,0,0,0,0,13,8,10
1314052,30-Sep-20,9,0,0,4,0,30,13,8,10
1314102,31-Dec-20,14,3,1,36,1,30,6,4,2
1314727,3-Oct-20,29,10,0,8,2,105,49,30,2
1314772,NONE,17,7,0,9,4,70,14,9,5
1315257,31-Dec-20,19,4,1,22,2,122,45,29,11
1315399,31-Dec-20,17,0,0,3,0,9,23,15,2
1316517,31-Dec-20,14,3,0,2,1,35,17,11,12
1316835,"December 31, 2020",23,8,0,13,0,6,17,11,3
1317945,31-Dec-20,13,2,0,12,2,42,43,27,9
1318008,30-Jan-21,23,5,0,14,1,92,42,26,9
1318084,"December 31, 2020",23,3,0,9,0,9,49,30,12
1318220,31-Dec-20,62,0,0,44,0,45,43,27,9
1318484,NONE,27,5,2,8,0,9,35,23,6
1318568,"December 31, 2020",55,6,13,16,6,107,23,15,2
1318605,"December 31, 2020",25,6,4,28,3,119,43,27,9
1318641,NONE,11,0,0,4,0,45,11,8,10
1319947,30-Jan-21,50,3,6,21,1,48,23,15,2
1320414,"December 31, 2020",60,1,6,19,0,7,2,1,1
1320461,31-Dec-20,32,7,0,29,1,154,25,16,3
1320695,31-Dec-20,44,10,0,12,1,29,14,9,5
1320854,December 31,9,1,0,7,1,39,12,8,10
1321646,31-Dec-20,24,4,0,10,4,99,49,30,11
1321732,31-Dec-20,29,5,0,13,2,137,41,25,12
1321741,NONE,16,2,0,8,2,17,13,8,10
1321834,NONE,88,0,0,5,0,56,42,26,9
1322439,31-Dec-20,36,1,0,7,1,226,45,29,11
1322505,"December 31, 2020",13,1,1,15,1,50,12,8,10
1323468,"December 31, 2020",40,1,0,19,0,37,44,28,9
1323648,"December 31, 2020",28,0,0,5,0,6,14,9,5
1323885,December 31,25,2,0,7,0,139,41,25,12
1324272,"DECEMBER 27, 2020",66,2,4,20,0,40,21,13,3
1324404,31-Dec-20,34,9,1,27,4,178,12,8,10
1324424,"December 31, 2020",64,0,1,13,0,184,45,29,11
1324948,28-Mar-20,2,1,0,16,0,48,37,23,6
1325618,31-Dec-20,25,8,0,2,2,96,13,8,10
1325670,"December 31, 2020",27,0,0,7,0,27,49,30,11
1325702,31-Dec-20,0,0,0,0,0,0,30,19,4
1325879,"December 31, 2020",33,1,1,27,0,58,31,20,8
1326003,NONE,17,2,1,17,1,61,13,8,10
1326089,"December 31, 2020",12,0,0,14,0,44,41,25,12
1326160,31-Dec-20,71,5,0,44,2,37,42,26,9
1326190,NONE,52,1,0,23,1,78,43,27,9
1326200,31-Dec-20,35,2,0,9,2,135,12,8,10
1326205,NONE,36,1,0,1,0,26,36,22,6
1326380,30-Jan-21,60,15,0,17,4,100,36,22,6
1326706,NONE,4,0,1,11,0,18,36,22,6
1326801,"December 31, 2020",40,6,0,11,0,87,45,29,11
1327318,"December 31, 2020",16,3,0,21,3,39,32,21,7
1327567,31-Jul-20,44,10,0,15,1,153,36,22,6
1327607,"December 31, 2020",36,2,0,14,2,40,13,8,10
1327688,NONE,17,4,0,10,2,105,42,26,9
1327811,"January 31, 2021",56,2,0,7,1,132,45,29,11
1328143,"December 31, 2020",39,3,0,10,0,51,46,29,11
1328581,31-Dec-20,17,8,0,8,0,12,11,8,10
1331520,31-Dec-20,39,4,0,13,4,36,48,29,11
1331875,31-Dec-20,15,0,0,12,0,12,39,24,3
1332349,31-Dec-20,89,0,0,36,0,6,46,29,11
1332551,"December 31, 2020",41,2,0,10,2,40,37,23,6
1333274,"December 31, 2020",20,1,0,8,0,127,35,23,6
1333493,31-Dec-20,21,0,0,18,0,6,46,29,11
1333822,NONE,11,2,0,21,0,37,10,7,3
1333835,"December 31, 2020",16,10,0,15,0,101,37,23,6
1333986,"December 31, 2020",56,0,0,17,0,65,28,17,12
1334036,"December 31, 2020",43,15,0,14,6,198,34,22,12
1334325,NONE,6,3,1,14,0,32,7,4,12
1334933,NONE,21,0,0,20,0,85,31,20,8
1334978,"DECEMBER 31, 2020",75,2,3,38,0,140,10,7,1
1335258,"December 31, 2020",55,0,8,31,0,289,34,22,12
1336047,31-Dec-20,7,1,0,5,1,21,45,29,11
1336917,31-Dec-20,68,18,0,26,9,178,14,9,5
1337013,NONE,22,2,0,9,1,20,13,8,10
1337068,NONE,20,0,0,10,0,3,48,29,11
1337298,31-Dec-20,13,3,0,11,0,61,30,19,4
1337553,31-Dec-20,17,6,1,25,3,117,17,11,12
1337619,31-Dec-20,19,2,0,11,2,82,13,8,10
1338065,31-Dec-20,17,0,1,32,0,52,42,26,9
1338749,31-Dec-20,12,3,0,5,1,34,13,8,10
1339469,"December 31, 2020",27,3,1,22,3,87,39,24,3
1339605,"December 31, 2020",30,2,0,6,1,33,13,8,10
1339970,NONE,45,3,1,6,1,77,48,29,11
1340476,NONE,40,1,0,17,0,36,13,8,10
1340652,31-Dec-20,13,1,2,12,1,52,45,29,11
1341141,"December 31, 2020",32,2,0,5,1,36,45,29,11
1341235,"December 31, 2020",40,5,1,14,0,51,36,22,6
1341317,31-Dec-20,58,0,0,5,0,40,3,1,1
1341318,NONE,48,1,2,4,1,12,1,1,1
1341439,31-May-20,33,11,0,10,3,136,36,22,6
1341766,NONE,25,6,0,1,0,36,22,14,3
1342423,"OCTOBER 31, 2020",25,3,0,10,2,70,13,8,10
1345016,31-Dec-20,65,0,8,18,0,40,13,8,10
1345126,"December 31, 2020",33,20,0,18,6,195,48,29,11
1346830,"DECEMBER 31, 2020",24,0,0,25,0,49,13,8,10
1347178,"December 31, 2020",27,5,0,18,1,42,36,22,6
1347652,31-Dec-20,20,3,0,16,2,62,13,8,10
1347858,"December 31, 2020",7,2,0,13,1,52,30,19,4
1348036,31-Dec-20,14,1,0,10,0,117,11,8,10
1348911,NONE,24,2,0,11,0,49,17,11,3
1349436,31-Dec-20,11,1,0,28,1,39,12,8,10
1349929,"December 31, 2020",12,1,0,2,0,103,11,8,10
1350593,30-Sep-20,5,4,5,11,0,49,13,8,10
1350653,"December 31, 2020",8,1,0,14,1,54,36,22,6
1351051,"December 31, 2020",112,8,0,51,0,15,36,22,6
1351288,31-Dec-20,21,4,0,11,3,138,36,22,6
1351636,31-Dec-20,40,2,0,8,0,97,14,9,5
1352010,31-Dec-20,33,1,0,10,0,127,17,11,3
1353283,31-Jan-21,40,5,0,9,0,114,43,27,9
1353970,NONE,8,0,0,7,0,52,13,8,10
1354327,2-Jan-21,19,14,0,17,6,28,36,22,6
1355096,"December 31, 2020",31,7,0,14,1,93,13,8,10
1356090,"December 31, 2020",34,1,0,17,1,49,42,26,9
1356093,NONE,33,0,0,19,0,20,36,22,6
1356576,31-Dec-20,15,5,0,14,0,27,13,8,10
1356949,31-Dec-20,12,6,0,8,2,8,39,24,3
1357459,NONE,2,0,0,3,0,30,45,29,11
1357615,31-Dec-20,37,4,0,23,1,178,13,8,10
1357874,NONE,21,3,0,23,2,98,13,8,10
1358190,NONE,1,0,0,0,0,12,10,7,1
1358356,31-Dec-20,20,3,0,7,2,12,13,8,10
1358403,31-Dec-20,14,5,1,18,0,45,48,29,11
1358762,"December 31, 2020",31,8,0,9,1,93,48,29,11
1359841,2-Jan-21,66,31,4,31,14,177,36,22,6
1360214,31-Dec-20,26,7,0,11,4,33,18,11,12
1360604,"December 31, 2020",12,0,0,11,0,6,47,29,11
1360901,31-Dec-20,17,0,0,8,0,61,30,19,4
1361113,31-Dec-20,48,0,1,19,0,142,32,21,7
1361538,31-Dec-20,9,1,0,10,0,37,36,22,6
1361658,31-Dec-20,134,1,12,36,0,166,41,25,12
1361937,NONE,9,1,0,12,0,35,41,25,12
1361983,"December 31, 2020",23,10,0,13,6,104,46,29,11
1362190,NONE,0,0,0,4,0,32,48,29,11
1362468,31-Dec-20,41,0,1,20,0,27,34,22,12
1362705,NONE,14,4,0,13,3,38,48,29,11
1363829,31-Dec-20,36,0,0,85,0,111,24,16,3
1364250,"December 31, 2020",32,0,0,0,0,11,36,22,6
1364479,31-Dec-20,19,0,1,9,0,60,36,22,6
1364742,"December 31, 2020",19,3,0,9,4,157,45,29,11
1364885,31-Dec-20,76,11,3,47,3,161,14,9,5
1364954,31-Dec-20,22,0,0,11,0,79,36,22,6
1365038,"December 31, 2020 ",7,0,0,14,0,89,36,22,6
1365135,"December 31, 2020",27,0,0,15,0,150,32,21,7
1365916,"December 31, 2020",18,5,1,19,2,61,13,8,10
1366246,31-Dec-20,16,0,0,5,0,86,13,8,10
1366561,"January 31, 2021",35,1,0,8,0,117,45,29,11
1366868,"December 31, 2020",23,4,0,20,3,147,13,8,10
1367083,NONE,4,0,1,5,0,72,13,8,10
1367644,31-Dec-20,50,3,0,14,1,65,43,27,9
1367859,31-Dec-20,19,0,0,14,0,6,43,27,9
1367920,31-Dec-20,29,4,0,5,0,18,13,8,10
1368148,"December 31, 2020",31,4,0,9,1,73,24,16,3
1368265,31-Dec-20,27,2,0,15,0,27,12,8,10
1368458,30-Sep-20,37,8,5,12,0,60,13,8,10
1368514,31-Dec-20,40,16,1,13,2,48,34,22,12
1368622,"April 30, 2020",10,5,0,15,1,97,36,22,6
1369290,NONE,15,4,0,10,0,49,49,30,11
1370053,31-Dec-20,28,3,0,13,0,74,36,23,6
1370450,1-Jan-21,1,0,1,23,0,21,17,11,3
1370637,31-Dec-20,48,14,0,31,1,232,12,8,10
1370755,NONE,17,1,1,10,1,42,46,29,11
1370880,"December 31, 2020",29,11,0,29,4,165,34,22,6
1370946,31-Dec-20,27,3,0,16,0,114,18,11,12
1371217,NONE,12,1,3,14,1,69,13,8,10
1371285,"December 31, 2020",15,0,0,5,0,35,36,22,6
1371489,31-Dec-20,23,4,0,10,0,79,49,30,11
1372020,31-Dec-20,15,2,0,5,2,97,18,11,12
1372183,NONE,23,0,0,6,0,67,36,22,6
1372514,NONE,6,0,0,11,0,32,48,29,11
1372612,"January 31, 2021",21,2,0,8,1,79,21,13,3
1372807,NONE,12,0,0,15,0,25,13,8,10
1373670,31-Dec-20,18,2,0,4,3,16,28,17,12
1373715,31-Dec-20,31,2,0,12,2,124,35,23,6
1374310,31-Dec-20,13,0,0,15,0,106,30,19,4
1374535,"December 31, 2020",25,10,0,19,3,144,34,22,12
1375151,31-Dec-20,22,6,2,16,3,99,13,8,10
1375205,31-Dec-20,11,1,0,8,0,26,13,8,10
1375365,30-Jun-20,36,8,0,17,2,121,34,22,12
1376139,31-Dec-20,19,2,0,25,1,78,37,23,6
1376321,NONE,7,0,0,2,0,54,49,30,11
1376339,"December 31, 2020",42,2,0,22,0,38,22,14,3
1377121,31-Dec-20,31,3,0,28,1,52,43,27,9
1377630,31-Dec-20,76,0,5,20,0,6,36,22,6
1377789,"July 3, 2020",21,13,0,25,2,125,45,29,11
1377936,NONE,36,6,0,11,7,66,43,27,9
1378140,NONE,15,2,0,7,4,79,15,30,3
1378453,"December 31, 2020",58,3,8,22,0,25,13,8,10
1378590,NONE,8,0,0,12,0,30,46,29,11
1378946,"December 31, 2020",38,0,0,17,0,27,49,30,11
1378950,NONE,9,3,0,4,1,33,45,29,11
1378992,26-Sep-20,2,0,0,0,0,3,39,24,3
1379006,NONE,1,0,0,0,0,3,45,29,11
1379041,31-Dec-20,47,2,0,18,2,10,13,8,10
1379785,NONE,17,1,1,10,0,34,45,29,11
1380846,"December 31, 2020",34,0,0,8,0,32,36,23,6
1381531,"December 31, 2020",26,4,0,29,0,74,49,30,11
1381668,9/30/2020,51,0,0,17,0,12,42,26,9
1382101,31-Dec-20,21,8,1,20,0,33,13,8,10
1382230,30-Sep-20,17,0,0,4,0,6,30,19,4
1383312,30-Jun-20,0,1,0,7,1,162,37,23,6
1383414,NONE,18,1,2,13,0,47,7,4,12
1383650,31-Dec-20,17,0,0,5,0,72,13,8,10
1384101,31-Dec-20,41,3,5,17,1,255,46,29,11
1384195,"December 31, 2020",13,1,0,19,0,43,13,8,10
1385157,25-Sep-20,28,4,1,18,2,86,28,17,12
1385280,"December 31, 2020",85,0,1,23,0,226,36,22,6
1385508,31-Dec-20,11,0,1,7,0,41,34,22,12
1385613,31-Dec-20,36,2,0,9,0,57,37,23,6
1385818,NONE,49,3,0,13,0,38,13,8,10
1385849,"December 31, 2020",8,14,0,23,1,113,34,22,12
1385867,31-Jan-21,42,10,0,14,5,168,12,8,10
1386278,31-Dec-20,39,1,0,14,0,20,36,22,6
1387467,30-Jun-20,29,9,0,19,5,132,21,13,3
1388320,NONE,21,3,3,6,1,74,31,20,8
1388430,December 31,12,4,1,11,4,114,13,8,10
1388658,"December 31, 2020",43,3,4,24,0,83,45,29,11
1389002,NONE,37,1,0,20,0,106,13,8,10
1389050,"December 31, 2020",33,5,1,14,0,48,45,29,11
1389170,"December 31, 2020",25,2,0,28,2,78,36,22,6
1389545,NONE,15,1,0,8,0,29,42,26,9
1390162,"December 31, 2020",61,5,2,24,2,43,14,9,5
1390478,"December 31, 2020",20,1,1,17,1,47,36,22,6
1390777,"December 31, 2020",0,0,0,1,0,18,36,22,6
1391127,"December 31, 2020",14,0,0,11,0,133,39,24,3
1392091,NONE,4,1,0,12,1,12,48,29,11
1392380,NONE,23,7,0,11,3,79,13,8,10
1392972,31-Dec-20,54,2,0,1,0,81,45,29,11
1393052,"January 31, 2021",20,1,0,15,0,110,46,29,11
1393066,"DECEMBER 31, 2020",23,5,0,11,1,111,48,29,11
1393311,31-Dec,4,0,0,15,0,18,34,22,12
1393434,"December 31, 2020",23,1,1,32,0,56,35,23,6
1393612,31-Dec-20,74,0,0,16,0,140,13,8,10
1393726,31-Dec-20,15,0,0,18,0,51,13,8,10
1393818,31-Dec-20,0,0,0,0,0,0,34,22,12
1393883,31-Dec-20,29,0,0,13,0,81,28,17,12
1394056,NONE,46,7,0,22,3,73,43,27,9
1394319,NONE,27,5,1,11,0,62,49,30,11
1395937,"December 31, 2020",44,4,0,16,0,41,13,8,10
1395942,31-Dec-20,34,0,3,16,0,50,10,7,1
1396009,31-Dec,28,1,0,8,0,35,12,8,10
1396033,"December 31, 2020",28,6,0,8,3,22,48,29,11
1396440,NONE,13,1,0,6,1,21,34,22,6
1396814,31-Dec-20,29,4,0,17,2,40,13,8,10
1397187,31-Jan-21,43,11,0,8,3,82,22,14,6
1397702,31-Dec-20,39,2,3,19,0,90,47,29,11
1397911,31-Dec-20,29,1,0,6,1,33,48,29,11
1398659,"December 31, 2020",42,7,0,12,0,131,44,28,9
1398733,NONE,0,0,0,0,0,0,13,8,10
1398805,NONE,6,0,0,13,0,27,43,27,9
1398987,"December 31, 2020",56,0,1,37,0,118,46,29,11
1399249,31-Dec-20,4,1,0,8,2,61,32,21,7
1399520,NONE,34,1,2,6,0,59,13,8,10
1399529,"December 31, 2020",46,9,1,26,3,91,21,13,3
1399935,NONE,25,7,4,17,4,42,46,29,11
1400810,"December 31, 2020",9,0,0,15,0,6,45,29,11
1400891,"December 31, 2020",49,1,1,24,0,45,13,8,10
1401040,NONE,13,1,1,13,0,36,36,22,6
1401257,31-Dec-20,17,5,1,20,2,96,13,8,10
1401521,31-Dec-20,24,0,0,0,0,30,42,26,9
1401564,31-Dec-20,47,1,1,13,1,15,36,22,6
1401667,"December 31, 2020",22,2,2,34,0,107,18,11,12
1401680,31-Dec-20,25,1,0,11,1,139,45,29,11
1401708,"December 31, 2020",39,4,0,8,1,67,48,29,11
1402057,31-Dec-20,23,6,0,14,2,56,49,30,12
1402436,"December 31, 2020",7,0,0,4,0,128,45,29,11
1402829,"December 31, 2020",12,2,0,1,2,9,48,29,11
1403161,"September 30, 2020",22,0,0,24,0,209,43,27,9
1403256,12/31/2020,25,0,0,29,0,149,13,8,10
1403431,"January 2, 2021",15,0,0,8,0,20,13,8,10
1403475,31-Dec-20,20,1,0,9,1,23,30,19,4
1403528,31-Dec-20,14,1,0,12,1,68,13,8,10
1403568,"January 30, 2021",44,15,2,15,1,19,36,22,6
1403708,NONE,26,1,1,5,0,24,48,29,11
1403752,31-Dec-20,28,0,2,8,0,91,48,29,11
1403853,31-Dec-20,21,0,0,34,0,21,47,29,11
1404644,"December 31, 2020",16,2,0,13,0,26,37,23,6
1404655,31-Dec-20,13,0,0,13,0,108,48,29,11
1404912,31-Dec-20,56,1,2,25,2,211,40,24,3
1405495,31-Dec-20,9,2,0,12,1,57,47,29,11
1406587,"September 30, 2020",2,0,0,2,0,6,48,29,11
1406666,"December 31, 2020",23,21,0,6,16,102,36,22,6
1407623,"December 31, 2020",38,0,0,10,0,21,13,8,10
1408075,"December 31, 2020",12,7,1,12,2,83,45,29,11
1408100,31-Dec-20,40,2,1,16,1,100,37,23,6
1408198,"December 31, 2020",17,0,0,17,0,135,43,27,9
1408278,"December 31, 2020",11,0,0,16,0,63,12,8,10
1408443,NONE,31,1,0,17,0,52,22,14,2
